# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.699789542436228,4.909956819913639,-0.028135737551524664,0,3.0,-0.08291866149441529,0.0,0.0,0.0
 0.08931769082188247,1.7117560158340532,4.9099509436416895,-0.028135737551524664,0.2679530724656474,3.0,-0.08291866149441529,0.0,-1.5396793043930472,0.0
 0.12614011350007318,1.72365652030064,4.909933324089069,-0.08483045968674809,0.37842034050021955,3.0000000000000004,-0.08417536098805939,0.0,-2.034161823962625,0.0
 0.15427938009226272,1.7354926822456551,4.9099039751506215,-0.14207028154288692,0.4628381402767882,3.000000000000001,-0.08541204028540259,0.0,-2.4449514213810413,0.0
 0.17790766917960998,1.7472661280787647,4.909862910721191,-0.19984030053179877,0.53372300753883,2.999999999999998,-0.08662671297891383,0.0,-2.8107396230654373,0.0
 0.19864404197678961,1.7589784842096352,4.909810144695623,-0.2581248451914878,0.5959321259303688,2.9999999999999987,-0.08781737114189583,0.0,-3.1474303292215096,0.0
 0.21732043040541452,1.7706313770479338,4.909745690968758,-0.3169074765720635,0.6519612912162435,2.999999999999997,-0.08898198900452627,0.0,-3.4633547147902246,0.0
 0.23443202293825907,1.7822264330033266,4.9096695634354415,-0.37617099124825987,0.7032960688147771,3.0,-0.09011852914742528,0.0,-3.7634534726241533,0.0
 0.25030213674517493,1.79376527848548,4.909581775990517,-0.4358974261658379,0.7509064102355246,2.9999999999999947,-0.09122494675916894,0.0,-4.050883953965434,0.0
 0.26515584267693393,1.805249539904061,4.909482342528828,-0.49606806518172164,0.7954675280308016,2.9999999999999964,-0.09229919572500513,0.0,-4.327762506129294,0.0
 0.27915739247771726,1.8166808436687354,4.909371276945221,-0.5566634474372538,0.8374721774331516,3.000000000000004,-0.09333923466832401,0.0,-4.5955512409069055,0.0
 0.2924310841559553,1.8280608161891703,4.909248593134535,-0.6176633777005963,0.8772932524678657,2.999999999999996,-0.0943430319369953,0.0,-4.855277689734136,0.0
 0.30507373090355355,1.8393910838750323,4.9091143049916175,-0.6790469383933999,0.9152211927106604,2.9999999999999956,-0.09530857283433551,0.0,-5.107668047557637,0.0
 0.317162528531627,1.8506732731359874,4.908968426411311,-0.7407925037717014,0.9514875855948808,3.0,-0.09623386519200582,0.0,-5.353232275878794,0.0
 0.32876024163408485,1.8619090103817026,4.908810971288459,-0.8028777558781609,0.9862807249022543,3.0,-0.09711694648904559,0.0,-5.592320854697918,0.0
 0.3399187477764125,1.8730999220218447,4.908641953517907,-0.8652797024851747,1.0197562433292373,3.000000000000005,-0.09795588949333618,0.0,-5.825164010855565,0.0
 0.3506815339288522,1.8842476344660795,4.908461386994497,-0.9279746970369012,1.0520446017865563,2.9999999999999947,-0.09874880964924583,0.0,-6.0518996811633,0.0
 0.3610855007404508,1.895353774124074,4.9082692856130725,-0.9909384604668483,1.0832565022213523,3.0000000000000107,-0.09949387168546167,0.0,-6.272594014828317,0.0
 0.3711622958188638,1.9064199674054945,4.908065663268478,-1.054146104964353,1.1134868874565913,3.000000000000011,-0.1001892957258209,0.0,-6.487256781588021,0.0
 0.3809393181953303,1.9174478407200077,4.907850533855558,-1.117572159679823,1.1428179545859907,2.9999999999999885,-0.10083336453120062,0.0,-6.6958532115529446,0.0
 0.39044048803742976,1.9284390204772799,4.907623911269155,-1.1811905982805548,1.171321464112289,3.0,-0.1014244300310847,0.0,-6.898313291786718,0.0
 0.39968684542352023,1.9393951330869779,4.907385809404114,-1.244974868337633,1.1990605362705606,3.000000000000012,-0.1019609193262422,0.0,-7.094539211417767,0.0
 0.4086970224440577,1.9503178049587682,4.907136242155278,-1.3088979225116515,1.226091067332173,2.999999999999994,-0.10244134170402615,0.0,-7.2844114338298045,0.0
 0.4174876199483536,1.961208662502317,4.906875223417492,-1.37293225148214,1.2524628598450607,3.0,-0.10286429448784597,0.0,-7.467793730180678,0.0
 0.4260735114917403,1.9720693321272915,4.906602767085597,-1.4370499185178545,1.2782205344752207,2.9999999999999933,-0.10322846904739184,0.0,-7.644537421884536,0.0
 0.43446809098856665,1.9829014402433578,4.90631888705444,-1.5012225956223284,1.3034042729656998,3.0000000000000067,-0.1035326568618131,0.0,-7.814485019899703,0.0
 0.4426834763257893,1.9937066132601822,4.906023597218863,-1.5654216012727584,1.3280504289773678,3.0,-0.1037757543571669,0.0,-7.977473349926249,0.0
 0.45073067815681434,2.0044864775874314,4.905716911473711,-1.6296179394212384,1.352192034470443,3.0000000000000138,-0.1039567682870806,0.0,-8.133336325045134,0.0
 0.45861974089607427,2.0152426596347723,4.905398843713826,-1.6937823399690213,1.3758592226882227,2.999999999999986,-0.10407482124152517,0.0,-8.281907365019416,0.0
 0.4663598613197986,2.0259767858118716,4.905069407834053,-1.757885300312401,1.3990795839593957,2.999999999999993,-0.10412915491287246,0.0,-8.423021579720361,0.0
 0.47395948897766776,2.0366904825283947,4.904728617729235,-1.8218971280724727,1.4218784669330031,3.0,-0.1041191346145512,0.0,-8.556517710544897,0.0
 0.48142641171703515,2.047385376194009,4.904376487294217,-1.8857879847351402,1.4442792351511053,3.0000000000000075,-0.10404425324406708,0.0,-8.682239889287764,0.0
 0.4887678289351231,2.058063093218381,4.904013030423841,-1.9495279301499273,1.4663034868053693,3.0000000000000075,-0.10390413368326168,0.0,-8.800039227016988,0.0
